id,titre,amplitude,rms,dB,Peak,StdDev,Score,Danger%,moy_danger
1,Baby Crying Sound Effect.wav,0.0821481443732876,0.0821481443732876,-21.70793911223388,0.873748779296875,0.0821481434931313,8.214814437328762,7,32.5
2,Baby Crying Sound Effect.wav,0.082534975122011,0.082534975122011,-21.667134267427578,0.699615478515625,0.0825349739474965,8.253497512201106,13,32.5
3,Baby Crying Sound Effect.wav,0.0959940799549532,0.0959940799549532,-20.355020506535936,0.7820587158203125,0.0959940790676945,9.59940799549533,5,32.5
4,Baby Crying Sound Effect.wav,0.0964872068540485,0.0964872068540485,-20.31051528984844,0.988250732421875,0.0964872058701242,9.64872068540486,15,32.5
5,bebe.wav,0.0529925989919153,0.0529925989919153,-25.515531698691436,0.4525146484375,0.0529925974630048,5.299259899191535,8,10.0
6,bebe.wav,0.069995697072149,0.069995697072149,-23.09844905033849,0.4923095703125,0.069995695452446,6.999569707214907,12,10.0
7,CAA Conversion kit at ZAHAL 🎯 Mepro Tru-Vision.wav,0.0153716674810145,0.0153716674810145,-36.26501533475497,0.7745361328125,0.0153716674748733,1.537166748101451,50,60.0
8,CAA Conversion kit at ZAHAL 🎯 Mepro Tru-Vision.wav,0.0117869568537396,0.0117869568537396,-38.5712292484631,0.6329803466796875,0.0117869564258409,1.1786956853739623,70,60.0
9,cat.wav,0.0984953400546586,0.0984953400546586,-20.131598135955745,0.50396728515625,0.0984953353080222,9.849534005465868,10,10.0
10,cri_norm.wav,0.219001725565636,0.219001725565636,-13.191009603585762,1.0,0.2190016965984763,21.900172556563604,100,85.0
11,cri_norm.wav,0.2304720444096148,0.2304720444096148,-12.747597227501942,1.0,0.2304720415963591,23.047204440961487,100,85.0
12,cri_norm.wav,0.2696638209977383,0.2696638209977383,-11.383514110843036,1.0,0.2696638174069123,26.966382099773835,100,85.0
13,cri_norm.wav,0.2539945538062761,0.2539945538062761,-11.90347771282174,1.0,0.2539945348084632,25.399455380627614,100,85.0
14,cri_norm.wav,0.2433252370018566,0.2433252370018566,-12.27622120233002,1.0,0.243325206400339,24.332523700185664,100,85.0
15,cri_norm.wav,0.1060775308107765,0.1060775308107765,-19.48745007765315,0.8280029296875,0.1060775258051729,10.607753081077655,10,85.0
16,Incredible voice artist... Couldn_t tell the difference 🤣 #funny.wav,0.0731693870110455,0.0731693870110455,-22.713292958012733,0.5850830078125,0.0731693865419176,7.316938701104558,17,10.0
17,Incredible voice artist... Couldn_t tell the difference 🤣 #funny.wav,0.0691273607385861,0.0691273607385861,-23.206874830998053,0.8199615478515625,0.0691273606028728,6.9127360738586106,7,10.0
18,screaming in the mic... #asmr #shorts.wav,0.016871337160451,0.016871337160451,-35.45649509322777,0.34893798828125,0.0168713282709981,1.6871337160451043,7,10.0
19,screaming in the mic... #asmr #shorts.wav,0.0179147140566417,0.0179147140566417,-34.93531755439031,0.242462158203125,0.0179147081589472,1.7914714056641723,12,10.0
20,screaming in the mic... #asmr #shorts.wav,0.0096963655623247,0.0096963655623247,-40.26692464898499,0.2294464111328125,0.0096963109455662,0.9696365562324752,14,10.0
21,screaming in the mic... #asmr #shorts.wav,0.0161132489143924,0.0161132489143924,-35.855798643165215,0.4063262939453125,0.0161132226358003,1.611324891439247,6,10.0
22,screaming in the mic... #asmr #shorts.wav,0.0092414630627356,0.0092414630627356,-40.68424552796085,0.255950927734375,0.009241235529797,0.9241463062735604,18,10.0
23,screaming in the mic... #asmr #shorts.wav,0.0086835802328258,0.0086835802328258,-41.22502336465572,0.229766845703125,0.0086835798231595,0.8683580232825857,12,10.0
24,screaming in the mic... #asmr #shorts.wav,0.0105235962081935,0.0105235962081935,-39.55589115054404,0.317291259765625,0.0105235810445476,1.052359620819353,5,10.0
25,screaming in the mic... #asmr #shorts.wav,0.0097679620742444,0.0097679620742444,-40.20303152884611,0.1863250732421875,0.0097679141975078,0.97679620742444,8,10.0
26,sing.wav,0.1159384568618107,0.1159384568618107,-18.71537476974328,0.694488525390625,0.1159384524520138,11.59384568618107,12,10.0
27,sing.wav,0.1097049650133971,0.1097049650133971,-19.195395160087667,0.70660400390625,0.1097049503487258,10.970496501339715,8,10.0
28,sing.wav,0.172917774607393,0.172917774607393,-15.243157015292931,0.710296630859375,0.1729177459536383,17.291777460739308,7,10.0
29,sing.wav,0.1437960064456709,0.1437960064456709,-16.84500309932125,0.710479736328125,0.1437960060999931,14.379600644567098,15,10.0
30,sing2.wav,0.0544397272659271,0.0544397272659271,-25.28152163503559,0.1932373046875,0.0544392376095399,5.44397272659271,11,10.0
31,sing2.wav,0.0621994433109073,0.0621994433109073,-24.12413040046184,0.207061767578125,0.062198797028294,6.219944331090738,9,10.0
32,test.wav,0.3444332741030766,0.3444332741030766,-9.257872782392056,1.0,0.3444284385967853,34.44332741030766,100,100.0
33,test.wav,0.3494157765613859,0.3494157765613859,-9.133124941090283,1.0,0.3494009500087778,34.94157765613859,100,100.0
34,#shorts #shortsvideo-.wav,0.0446135660141663,0.0446135660141663,-27.01046654468128,0.7803955078125,0.0446135134309075,4.461356601416633,5,10.0
35,#shorts #shortsvideo-.wav,0.062091869824944,0.062091869824944,-24.139165347021475,0.601348876953125,0.0620918641043273,6.209186982494404,15,10.0
36,synthetic_1.wav,,0.136722,82.7169,0.78947,0.132802,59.4269,59,61.0
37,synthetic_1.wav,,0.124767,81.9221,0.812597,0.117068,59.4881,59,61.0
38,synthetic_1.wav,,0.101102,80.0953,0.873223,0.087775,59.9903,60,61.0
39,synthetic_1.wav,,0.136301,82.6901,0.925344,0.137034,63.577,64,61.0
40,synthetic_1.wav,,0.141114,82.9915,0.899556,0.135564,62.8946,63,61.0
41,synthetic_2.wav,,0.124316,81.8906,0.861035,0.127984,61.147,61,62.0
42,synthetic_2.wav,,0.133042,82.4799,0.900169,0.110451,62.206,62,62.0
43,synthetic_2.wav,,0.16309,84.2486,0.908306,0.162208,64.1928,64,62.0
44,synthetic_2.wav,,0.184722,85.3304,0.752861,0.179136,60.3007,60,62.0
45,synthetic_2.wav,,0.158994,84.0277,0.875194,0.148121,62.8293,63,62.0
46,synthetic_3.wav,,0.15949,84.0547,0.847934,0.161006,62.28,62,61.75
47,synthetic_3.wav,,0.140059,82.9263,0.878393,0.132435,62.171,62,61.75
48,synthetic_3.wav,,0.142628,83.0841,0.930109,0.145082,64.0385,64,61.75
49,synthetic_3.wav,,0.121562,81.696,0.79352,0.122253,58.9291,59,61.75
50,synthetic_4.wav,,0.17392,84.8071,0.900016,0.168836,64.3,64,60.33
51,synthetic_4.wav,,0.099315,79.9404,0.808615,0.082191,57.8784,58,60.33
52,synthetic_4.wav,,0.108067,80.674,0.831597,0.104949,59.3165,59,60.33
53,synthetic_5.wav,,0.176972,84.9582,0.879586,0.155618,63.4832,63,61.5
54,synthetic_5.wav,,0.176944,84.9568,0.795384,0.1836,61.5162,62,61.5
55,synthetic_5.wav,,0.08,78.0619,0.951396,0.071626,61.1992,61,61.5
56,synthetic_5.wav,,0.11406,81.1427,0.837631,0.106156,59.7092,60,61.5
57,synthetic_6.wav,,0.120832,81.6437,0.824367,0.107785,59.5442,60,61.67
58,synthetic_6.wav,,0.191541,85.6453,0.917039,0.184676,65.4628,65,61.67
59,synthetic_6.wav,,0.128547,82.1813,0.79299,0.142213,59.5065,60,61.67
60,synthetic_7.wav,,0.168218,84.5175,0.886041,0.186947,64.1272,64,63.6
61,synthetic_7.wav,,0.164617,84.3295,0.808244,0.150485,60.9888,61,63.6
62,synthetic_7.wav,,0.147281,83.363,0.935652,0.154562,64.506,65,63.6
63,synthetic_7.wav,,0.145469,83.2555,0.927412,0.152369,64.172,64,63.6
64,synthetic_7.wav,,0.180533,85.1312,0.883135,0.183335,64.2132,64,63.6
65,synthetic_8.wav,,0.190062,85.5779,0.73731,0.183798,60.0264,60,61.25
66,synthetic_8.wav,,0.195108,85.8055,0.873324,0.189381,64.3096,64,61.25
67,synthetic_8.wav,,0.128071,82.1491,0.864003,0.131947,61.4187,61,61.25
68,synthetic_8.wav,,0.088397,78.9288,0.876015,0.087934,59.6107,60,61.25
69,synthetic_9.wav,,0.168132,84.513,0.838746,0.184747,62.6625,63,62.0
70,synthetic_9.wav,,0.159814,84.0724,0.906779,0.173345,64.2992,64,62.0
71,synthetic_9.wav,,0.104343,80.3693,0.869555,0.098952,60.2134,60,62.0
72,synthetic_9.wav,,0.123201,81.8123,0.840807,0.125474,60.4586,60,62.0
73,synthetic_9.wav,,0.175646,84.8928,0.901453,0.183559,64.6719,65,62.0
74,synthetic_9.wav,,0.163846,84.2888,0.767365,0.146528,59.667,60,62.0
75,synthetic_10.wav,,0.138726,82.8432,0.899499,0.150119,63.1246,63,61.0
76,synthetic_10.wav,,0.135801,82.6581,0.874537,0.122975,61.7588,62,61.0
77,synthetic_10.wav,,0.167334,84.4717,0.709011,0.171932,58.4977,58,61.0
78,synthetic_11.wav,,0.135448,82.6355,0.774228,0.124501,58.7711,59,60.4
79,synthetic_11.wav,,0.08,78.0619,0.905775,0.082709,60.0522,60,60.4
80,synthetic_11.wav,,0.139439,82.8877,0.849615,0.155784,61.7592,62,60.4
81,synthetic_11.wav,,0.167743,84.4929,0.751095,0.150693,59.3439,59,60.4
82,synthetic_11.wav,,0.160901,84.1312,0.843629,0.128452,61.5304,62,60.4
83,synthetic_12.wav,,0.187769,85.4725,0.847159,0.199933,63.6024,64,62.67
84,synthetic_12.wav,,0.144675,83.2079,0.73032,0.149407,58.1809,58,62.67
85,synthetic_12.wav,,0.139212,82.8736,0.919406,0.139869,63.529,64,62.67
86,synthetic_12.wav,,0.176536,84.9367,0.840812,0.182796,62.855,63,62.67
87,synthetic_12.wav,,0.12832,82.1659,0.891464,0.129815,62.2066,62,62.67
88,synthetic_12.wav,,0.161501,84.1636,0.938157,0.154318,64.8965,65,62.67
89,synthetic_13.wav,,0.129707,82.2593,0.855363,0.10517,60.668,61,60.25
90,synthetic_13.wav,,0.11394,81.1336,0.835273,0.117257,59.8568,60,60.25
91,synthetic_13.wav,,0.158438,83.9973,0.816025,0.163405,61.3478,61,60.25
92,synthetic_13.wav,,0.111251,80.9262,0.830247,0.109136,59.4606,59,60.25
93,synthetic_14.wav,,0.093283,79.3961,0.815222,0.077059,57.7563,58,60.5
94,synthetic_14.wav,,0.168145,84.5137,0.889367,0.147311,63.4327,63,60.5
95,synthetic_14.wav,,0.10409,80.3482,0.843082,0.094845,59.3286,59,60.5
96,synthetic_14.wav,,0.143521,83.1384,0.790897,0.141892,59.8201,60,60.5
97,synthetic_14.wav,,0.106661,80.5602,0.91417,0.096913,61.5874,62,60.5
98,synthetic_14.wav,,0.122222,81.7431,0.860848,0.127193,61.0665,61,60.5
99,synthetic_15.wav,,0.127622,82.1186,0.819725,0.118729,59.8138,60,61.0
100,synthetic_15.wav,,0.099936,79.9946,0.810974,0.105713,58.4413,58,61.0
101,synthetic_15.wav,,0.123637,81.843,0.965924,0.121834,64.1516,64,61.0
102,synthetic_15.wav,,0.116002,81.2894,0.899336,0.124647,61.9888,62,61.0
103,synthetic_16.wav,,0.131311,82.3661,0.737958,0.127718,57.6396,58,59.0
104,synthetic_16.wav,,0.08,78.0619,0.783945,0.083501,56.4131,56,59.0
105,synthetic_16.wav,,0.179661,85.0891,0.842524,0.184599,63.0034,63,59.0
106,synthetic_17.wav,,0.139993,82.9222,0.913183,0.138264,63.3296,63,61.4
107,synthetic_17.wav,,0.14417,83.1775,0.851154,0.139725,61.6001,62,61.4
108,synthetic_17.wav,,0.150982,83.5786,0.78768,0.151393,60.0897,60,61.4
109,synthetic_17.wav,,0.12724,82.0925,0.836242,0.138847,60.7012,61,61.4
110,synthetic_17.wav,,0.131492,82.378,0.850052,0.142347,61.2997,61,61.4
111,synthetic_18.wav,,0.121043,81.6589,0.863415,0.12332,61.0324,61,61.0
112,synthetic_18.wav,,0.09886,79.9005,0.928661,0.111768,62.0554,62,61.0
113,synthetic_18.wav,,0.144859,83.2189,0.781512,0.145994,59.6528,60,61.0
114,synthetic_19.wav,,0.08,78.0619,0.829699,0.083776,57.7912,58,60.0
115,synthetic_19.wav,,0.117741,81.4186,0.752447,0.136831,57.8775,58,60.0
116,synthetic_19.wav,,0.119378,81.5386,0.851659,0.130494,60.7751,61,60.0
117,synthetic_19.wav,,0.156643,83.8983,0.811483,0.152307,60.95,61,60.0
118,synthetic_19.wav,,0.141412,83.0098,0.864338,0.143857,62.0112,62,60.0
119,synthetic_20.wav,,0.133394,82.5028,0.827127,0.139944,60.6138,61,60.67
120,synthetic_20.wav,,0.098915,79.9053,0.931911,0.104412,62.0077,62,60.67
121,synthetic_20.wav,,0.143342,83.1275,0.86406,0.141783,62.0085,62,60.67
122,synthetic_20.wav,,0.109922,80.8218,0.868812,0.103493,60.4629,60,60.67
123,synthetic_20.wav,,0.08,78.0619,0.900743,0.075402,59.7551,60,60.67
