id,titre,amplitude,rms,dB,Peak,Score,Danger%,env,cri,cri_type,moy_danger,centroid_mean,bandwidth_mean,flatness_mean,mfcc_mean,pcen_mean,zcr_mean
1,synth_capital_0.wav,0.1249080237694725,0.1249080237694725,-18.068123717429092,1.0,15.958580042843254,65.28491520080061,2,True,bebe,67.89,5597.990912717108,3598.6584841970366,0.00864373149647393,-46.87962719115127,0.11742508365045984,0.07330880728874675
2,synth_capital_0.wav,0.1916145155592091,0.1916145155592091,-14.351386559749496,0.7901237896519654,20.005324809641458,62.186317658245116,2,True,bebe,67.89,5954.864778242992,3832.442640800422,0.009909423393147931,-45.753217786434476,0.15502135295603015,0.045212112147976886
3,synth_capital_0.wav,0.13638900372842316,0.13638900372842316,-17.304349174921203,0.7838787286434699,14.017126640465298,54.787204637995494,2,True,bebe,67.89,5417.77934208357,3139.493860652042,0.018951730321390896,-44.15710702929564,0.2368209952651108,0.06925879806965068
4,synth_capital_0.wav,0.1528468876827223,0.1528468876827223,-16.31481117462001,1.0,19.070345427307778,71.34446965541002,2,True,bebe,67.89,4569.675619079997,3607.5448519014385,0.004187528056278696,-46.58951752625417,0.384665661176,0.07828160165372797
5,synth_capital_0.wav,0.11092275383467415,0.11092275383467415,-19.09950883271309,0.5086953744893506,6.954496507757646,45.54910792659575,2,True,bebe,67.89,5526.349539768235,3440.152493739601,0.025263668595452243,-47.55923530310442,0.11031655633456552,0.0754660201039391
6,synth_major_1.wav,0.18250445687079642,0.18250445687079642,-14.774482914183508,1.0,22.21311509257196,55.587990935298606,2,True,adulte,51.97,3040.1360423556216,2546.7102793432796,0.04850964676046337,-24.454366334234187,0.3325398470083344,0.07697494707820945
7,synth_major_1.wav,0.16957999576221705,0.16957999576221705,-15.412456378620153,1.0,20.860171471667286,48.77168756469588,3,True,adulte,51.97,2176.985004103839,2195.982862419145,0.016941186207399955,-28.64318133268386,0.21660318690684463,0.043567451588694794
8,synth_major_1.wav,0.12135066533871786,0.12135066533871786,-18.31908518722552,0.6899521993578923,10.897793623853053,54.93668737624035,2,True,bebe,51.97,5314.044124737373,3140.9242249747626,0.00465298154030877,-33.956060384919205,0.3960660809801553,0.06861223846483287
9,synth_major_1.wav,0.051104423424720484,0.051104423424720484,-25.830660181866833,0.4544598104565814,-2.0100790601070564,36.66426855552728,3,True,adulte,51.97,3413.7146876952343,2729.0071680409874,0.004628187934970428,-6.861889599421627,0.2075397185632818,0.03579345297625648
10,synth_major_1.wav,0.1746596253655116,0.1746596253655116,-15.156099784008411,1.0,21.39472013723672,48.6875308856905,2,True,adulte,51.97,2127.116700572047,2310.9823217156622,0.03675070273856514,-20.24450033919759,0.29126724140656396,0.07436063712881633
11,synth_major_1.wav,0.07391884918766034,0.07391884918766034,-22.624778556817905,0.6120087999143702,3.781250655319427,35.87192288321035,2,True,adulte,51.97,3521.570097233795,2561.2771975694964,0.02519598422185515,-6.870984601363169,0.25681984881459824,0.05137705091792748
12,synth_major_1.wav,0.0715782853986609,0.0715782853986609,-22.904252832797766,0.3,-1.225863584506012,30.551812692574263,3,True,adulte,51.97,3272.8208225275607,2314.3559810763268,0.04547075722237856,-14.742879265058917,0.1747876687446625,0.05051914615178149
13,synth_major_1.wav,0.0957596330983245,0.0957596330983245,-20.376259827179126,0.4272679399201819,3.8816598330791248,37.089819497023456,2,True,adulte,51.97,2579.502905827536,2161.2212872540044,0.04059789859865643,-2.1090704297228093,0.2900211269531271,0.07357302950938588
14,synth_worker_2.wav,0.026791305299743225,0.026791305299743225,-31.43979833262568,0.1999380190321199,-10.577524456851584,19.947472022490643,1,False,aucun,24.24,2078.6844838313013,2211.1602327460937,0.032482344022214525,11.687303993879453,0.07751298113191919,0.038234813003355336
15,synth_worker_2.wav,0.08362132893302439,0.08362132893302439,-21.55355482500258,0.6107411629250363,5.074046346016207,26.224748000774557,2,False,aucun,24.24,1013.9042610623814,1766.1209538663486,0.022988673236602298,-26.60711974809768,0.0799663418334207,0.047009213712290235
16,synth_worker_2.wav,0.03908826388186797,0.03908826388186797,-28.158850160069782,0.21865791525631914,-7.672495240640666,20.782004886520806,1,False,aucun,24.24,2406.037917790356,1545.444403568941,0.09628228219926901,17.742566617676857,0.11294557395634104,0.05977988047139084
17,synth_worker_2.wav,0.035635644493972086,0.035635644493972086,-28.96206390771873,0.11347938419388623,-9.927989631433304,12.936195335009252,3,False,aucun,24.24,2219.128667959794,1754.0185348432924,0.028585999959424534,-55.881699900000854,0.2770664714916634,0.039164951253357796
18,synth_worker_2.wav,0.05405074842498068,0.05405074842498068,-25.343805065095985,0.42852796892544226,-1.9199231246679034,25.747462785679446,2,False,aucun,24.24,1484.110543023001,2008.2033211088178,0.024526116855247568,0.9295692262974029,0.23205408715296488,0.04942265061754026
19,synth_worker_2.wav,0.06701767396848053,0.06701767396848053,-23.476083387331855,0.38058488739488067,-0.6678544652642753,20.450311640275327,3,False,aucun,24.24,1180.5795401088167,2252.953743383857,0.01946533252958557,-34.33759480226114,0.06019378538869098,0.06727143545505934
20,synth_worker_2.wav,0.011492904603507053,0.011492904603507053,-38.790648234428204,0.06390589714628021,-17.517303291739335,11.105138016457438,3,False,aucun,24.24,1452.991550395876,1967.7591856141748,0.06940283607214413,-46.05068567960068,0.14668383657513434,0.09493839909893877
21,synth_research_3.wav,0.04069597159452327,0.04069597159452327,-27.808758139191603,0.14517749076925754,-8.471038980495077,18.355727916215102,3,False,aucun,21.15,2849.3872365571256,2316.0090300714714,0.06633842055738373,-39.36466978278755,0.254305550050304,0.06441606492795698
22,synth_research_3.wav,0.03176670618104065,0.03176670618104065,-29.96028285415344,0.11008795989078023,-10.787485534231765,20.981167671824927,1,False,aucun,21.15,2794.4315159066537,2350.6270857449954,0.03456394931382137,-9.351883418138563,0.1373023936531652,0.07807645430961915
23,synth_research_3.wav,0.08983777818386056,0.08983777818386056,-20.93072326307435,0.6198247660504536,6.019032113928475,21.71677375565225,3,False,aucun,21.15,2284.0632923085755,1126.2099474925733,0.08995686466418085,-47.069702872430895,0.2016072649148975,0.020735764129330373
24,synth_research_3.wav,0.06971515921972503,0.06971515921972503,-23.133330938305164,0.21090982327789073,-2.8258053824062195,18.435923909428016,1,False,aucun,21.15,1321.6161028349973,1823.1006840498792,0.06554416469075745,-4.648384184584543,0.10606732736513995,0.07697433770780288
25,synth_research_3.wav,0.0392859728343341,0.0392859728343341,-28.115028668860877,0.2644911238156552,-6.947269650448883,19.7236417378763,1,False,aucun,21.15,2299.2657980944296,2273.835115741267,0.05726255173021169,-7.3909686159725325,0.07341869195702312,0.049417264244754684
26,synth_lay_4.wav,0.09879792867581672,0.09879792867581672,-20.104955293005272,0.9719802790387607,12.43106083314411,48.215004067285,3,True,adulte,47.13,2786.1954493335206,2892.046555177113,0.039945753873540775,-11.065841220082113,0.25079112793155767,0.058845194231317954
27,synth_lay_4.wav,0.08904859755960891,0.08904859755960891,-21.007360777925157,0.7421944762464954,7.753124559503565,45.6232645958559,3,True,adulte,47.13,2561.5447248817118,2024.315966431454,0.009678423290945398,-10.635831122784964,0.38213757530587433,0.07769642885012937
28,synth_lay_4.wav,0.12403174005108888,0.12403174005108888,-18.129273240829733,0.5076296264646226,8.472346980641582,39.970169740790624,3,True,adulte,47.13,3856.637125175451,2428.1841483173143,0.048217378877373394,-1.0003554286899146,0.35590283664020805,0.04472244460347928
29,synth_cup_5.wav,0.22022733430337138,0.22022733430337138,-13.14253611964065,1.0,26.04691868444938,59.5872443430153,2,True,enfant,61.26,3754.2391200291386,3056.8012624583503,0.03510546003707368,-21.27690451678438,0.2710183510268095,0.034858824688538424
30,synth_cup_5.wav,0.24801077002085264,0.24801077002085264,-12.11055416300688,1.0,28.785584520164768,59.07580760509965,2,True,enfant,61.26,4277.4944785456055,3377.3730719279556,0.035153771308768136,-25.184627644915913,0.3107452251961328,0.04797455756098776
31,synth_cup_5.wav,0.21187223109570275,0.21187223109570275,-13.478478206209157,1.0,25.210539384551637,64.05978944953833,3,True,enfant,61.26,4800.608477870155,3413.2405525564714,0.025574298439672783,-29.773152022781243,0.3394885536900326,0.06249819653888826
32,synth_cup_5.wav,0.20915853388722022,0.20915853388722022,-13.59044669336263,1.0,24.937459364296302,54.6254152080229,2,True,enfant,61.26,4006.992735277304,2875.582952639944,0.029335726908812528,-38.12036120318262,0.11078268213902263,0.053279900906623004
33,synth_cup_5.wav,0.10730825042565689,0.10730825042565689,-19.387256774911016,0.8096407026123084,11.035642185781668,48.27834908179217,2,True,enfant,61.26,3545.750374908574,2537.3481887492144,0.018649341429151884,-23.547988786806833,0.13811815379556544,0.05611216300274022
34,synth_cup_5.wav,0.09316420549936864,0.09316420549936864,-20.614925075032964,0.7208433997542797,7.958324898747204,48.96150264588863,2,True,enfant,61.26,3628.021197490652,2551.6817211686075,0.02749112095889522,-29.37290736863704,0.291228970449462,0.06630456668613308
35,synth_cup_5.wav,0.15326006966023908,0.15326006966023908,-16.291362953647695,0.9100182678821592,17.765398114227665,50.036553910880535,2,True,adulte,61.26,3590.3723895374073,2270.8322512620744,0.004844362685771032,-16.830857378830917,0.10760522302463726,0.07813242073389626
36,synth_cup_5.wav,0.18919484121873958,0.18919484121873958,-14.461768284223988,1.0,22.904703155387175,53.25094666871959,3,True,enfant,61.26,3759.9414801062685,2656.437042671086,0.027912106570599907,-34.995142036708096,0.31437877681001875,0.06300986883588656
