titre,nb_tranches,nb_cris,cri_type_dom,danger_max,danger_moy,danger_std,env_moy,rms_moy,peak_moy,centroid_moy,bandwidth_moy,mfcc_moy,pcen_moy
Baby Crying Sound Effect.wav,4,4,enfant,13.21044209204344,8.86039192482183,5.540796218180609,3.0,0.0892911015760751,0.8359184265136719,4615.146819290218,3420.2919583561297,-38.887128998376966,0.1385154358159748
CAA Conversion kit at ZAHAL 🎯 Mepro Tru-Vision.wav,2,2,adulte,78.80606130737986,77.5327098913051,1.800790842279902,3.0,0.013579312167377,0.7037582397460938,5828.634933758262,4203.936514567837,-35.43788278857446,0.0819564476773099
Incredible voice artist... Couldn_t tell the difference 🤣 #funny.wav,2,2,adulte,20.89540594021732,15.46461496635587,2.609230437782764,3.0,0.0711483738748158,0.7025222778320312,2963.4506734352635,2346.1606637126333,-21.570093658019484,0.1478833218446547
bebe.wav,2,2,enfant,13.0082349309626,8.66116205599853,0.4908351669060141,3.0,0.0614941480320322,0.472412109375,2646.7899427375764,3129.886730175057,-32.880655136576515,0.1274007533693413
cat.wav,1,1,enfant,12.92100887735791,10.92100887735791,,3.0,0.0984953400546586,0.50396728515625,1506.1698315121266,2786.8168024473302,-4.940055219192245,0.129188505155246
cri_norm.wav,6,6,adulte,77.36876349154979,73.90827771984986,2.9310773915728685,3.0,0.2204224854319831,0.9713338216145834,2280.1274572272137,2392.144825598732,-0.6711465702904444,0.1973306000049526
enregistrement.wav,1,1,adulte,78.0304410563106,78.0304410563106,,3.0,0.0232809161020897,0.2938232421875,2968.9443799876835,3474.3370513734744,-24.76175696804337,0.1002786748700513
nothink.wav,1,1,adulte,1.36738543124018,0.36738543124018,,3.0,0.0007114054785828,0.0064697265625,7529.969312488439,6675.164707150563,-16.261193280481056,0.1165938562046542
recorded_5s.wav,1,1,adulte,67.24190421503714,67.24190421503714,,3.0,0.0146410659564472,0.35162353515625,3158.182726530099,3556.2737690139284,-27.53792028969036,0.050031852041775
screaming in the mic... #asmr #shorts.wav,8,8,adulte,59.88208944480979,57.32342615080113,1.991421964086508,3.0,0.0123515334089761,0.2770633697509765,3570.819923864039,4208.478156422656,-11.96756559219138,0.1443054530831502
sing.wav,4,4,adulte,12.58167480455074,11.19300389070567,1.016722666408408,3.0,0.1355893007320679,0.7054672241210938,2029.071181100429,2756.5165669215817,-1.972489274445439,0.1847074510112649
sing2.wav,2,2,adulte,11.24697816232135,10.079249519620577,0.2372041213058691,3.0,0.0583195852884172,0.2001495361328125,1852.0973826321413,2264.9447375763184,-15.287409575217586,0.1808254270959743
صوت صراخ.wav,1,1,adulte,90.03285362496298,90.03285362496298,,3.0,0.171093710741568,0.832244873046875,1613.149558413471,1502.7007892687022,-26.048899760914026,0.2072852937937211
كم مره عدت الفديو يله فهمت 😮😮😂🤍✨ #ترند #العراق #ضحك #اكسبلور #shorts #shortsvideo-.wav,2,2,adulte,15.98212576314932,13.693717690738524,1.8220841698743293,3.0,0.0533527179195551,0.6908721923828125,1955.1421099629536,2860.7905040976857,-6.275664629477321,0.1519999222435578
synth_capital_0.wav,5,5,bebe,71.34446965541002,59.83040301580941,8.91364130827584,2.0,0.1433362369149002,0.8165395785569572,5413.33203837838,3523.658466258108,-46.18774096724799,0.2008499298764333
synth_major_1.wav,8,8,adulte,55.587990935298606,43.52021504878259,8.981063368189378,2.375,0.1175569918058261,0.6854610937061283,3180.736298131625,2495.057665299208,-17.23536653582517,0.270705589922196
synth_worker_2.wav,7,0,aucun,26.22474800077456,19.599047526743924,5.351748090924427,2.142857142857143,0.0453854099436537,0.2879764621248521,1690.7767091673609,1929.3800535902176,-18.93109432744381,0.1409175825043049
synth_research_3.wav,5,0,aucun,21.71677375565225,19.84264699819932,1.342575203413914,1.8,0.0542603176026967,0.2700982327608074,2309.7527891403565,1977.9563726200367,-21.565121774782817,0.1545402455881059
synth_lay_4.wav,3,3,adulte,48.215004067285,44.602812801310506,3.442413365317824,3.0,0.1039594220955048,0.7406014605832928,3068.125766463561,2448.1822233086277,-7.567342590518997,0.3296105132925467
synth_cup_5.wav,8,8,enfant,64.05978944953833,54.73445111411964,5.346143624654069,2.25,0.1790245295138939,0.9300627962810936,3920.4275317206384,2842.412130429213,-27.38774261983088,0.2354207420164601
synth_fill_6.wav,8,8,enfant,56.5883858226856,46.69217633213548,10.04922865776805,2.625,0.1387517221429698,0.737364840147458,3802.307707819057,2997.6127791418367,-25.279968510327198,0.2577191962699658
synth_subject_7.wav,7,7,enfant,60.58506542206829,51.27757124477584,5.433377195290026,2.571428571428572,0.200348515855899,0.9209834324062528,3687.525077443275,3050.0347115797995,-28.59142021119243,0.264354333864356
synth_accept_8.wav,4,0,aucun,28.570177442552968,18.99311680448121,5.591314752157458,2.25,0.0311885744394318,0.210336168162559,2067.437052526294,2213.3447979997154,-24.441317623638685,0.1629694344797
synth_where_9.wav,7,0,aucun,32.87850369704026,26.756989373094548,4.251858460811736,2.0,0.0820019128879698,0.475334599401272,1997.0324320262423,1993.146467633545,0.4024620887626874,0.1257390182210567
synth_between_10.wav,7,0,aucun,26.750094027453777,17.831027640869625,5.061871698476523,1.5714285714285714,0.0510557192786099,0.2728324684952581,2050.07039450664,1517.0221145852902,-35.443431110970536,0.1847035096187552
synth_consumer_11.wav,3,2,adulte,38.08208581696107,31.728827893419425,7.163916198648004,2.6666666666666665,0.0971760533392921,0.5477864021436726,2545.519728593244,2209.291002141605,-30.177969780129104,0.2915179274252837
synth_air_12.wav,4,3,adulte,55.64844785465321,38.546730564992494,13.94360071163305,3.0,0.1490447308639919,0.6895645423305501,2371.060607926692,2331.454308158633,-5.576781230068302,0.1600613834037192
synth_us_13.wav,3,3,adulte,52.77504263007068,40.97654362079712,8.736477766177673,2.0,0.1505593333157724,0.6752284007033408,2830.405134922866,2519.523293096828,-13.26915000410728,0.2059459993022825
synth_herself_14.wav,4,4,adulte,64.63456108867459,50.58814895072443,10.017880282344157,2.25,0.1568385024432402,0.8188726968166402,3494.48381028667,2764.141002673349,-15.626104815151466,0.2660659392439546
synth_either_15.wav,7,0,aucun,26.668744435167078,22.413071554448496,3.6201083722717033,1.7142857142857142,0.0554491563528059,0.3110594004240697,2187.83525785619,1824.8877022973984,-6.260402520728128,0.2176177916810233
synth_picture_16.wav,6,6,enfant,60.02512412997028,49.05830443659619,8.663400175866741,2.333333333333333,0.1398656992192309,0.8263156122937539,3990.106442627156,2980.016862935367,-32.64918478377879,0.2816881785105119
synth_large_17.wav,3,2,enfant,53.43406993903726,36.85804532469626,16.597290191684387,1.6666666666666667,0.091224464930859,0.5153826046887268,3355.640478563911,2388.572450808056,-19.122040037792218,0.151148263884549
synth_continue_18.wav,4,3,enfant,56.83512572943438,42.82289155643562,13.984674579858387,2.5,0.1268123934060442,0.7335577252029077,3567.829409238197,2799.1873429810776,-32.27337194329443,0.2694297583082944
synth_style_19.wav,3,3,enfant,52.200817856420265,42.55628822141093,6.905383494951939,2.333333333333333,0.0880680479911209,0.6030598905163833,4137.828705085724,3029.920875716531,-28.624009602287916,0.2842147245200805
synth_everybody_20.wav,4,4,adulte,62.11735299318108,50.3602597562797,8.099400115557374,2.0,0.1655775219945061,0.8806816241014577,3070.996579714322,2689.116168115682,-24.08799680441513,0.2117531991946906
synth_best_21.wav,3,3,bebe,75.59620094335787,61.38131508677522,10.059199587203828,3.0,0.149672644052408,0.8015411088735743,4684.294429880629,3650.2815035807134,-33.08494584642532,0.3281672114688649
synth_scene_22.wav,6,6,adulte,57.70953456900307,51.82837321289105,4.684615660657397,2.0,0.2026437018431484,1.0,2694.280505280077,2520.143909045503,-19.19773043401436,0.292430977041769
synth_scientist_23.wav,5,5,adulte,57.54873974692583,48.98114543714177,7.259541387319941,2.2,0.16157789664479,0.8563649843399842,2753.7713120663475,2951.902649461697,-15.064856278969811,0.2800881369669481
synth_heart_24.wav,8,8,adulte,55.86866793133406,47.05720701584308,7.984591640317785,2.875,0.1468967440464215,0.819792237170581,3184.9238709063693,2450.08474959001,-11.886951698864468,0.3304886373671064
synth_arrive_25.wav,8,8,bebe,75.29470848795734,56.91264854134761,12.433624762561395,2.375,0.1469303001898752,0.8081357859819105,4287.763524877187,3367.8035539491043,-35.05814098548654,0.2191037904952751
synth_authority_26.wav,4,0,aucun,17.500353697696443,15.080028591719554,1.8271134104004216,1.75,0.0337100152882396,0.1826845277620544,1933.609293792959,1875.4222692703192,-45.12792394427136,0.1445843757628823
synth_body_27.wav,6,0,aucun,33.010665089554,20.11252538843527,6.435527959458572,2.1666666666666665,0.0460159251392817,0.3069376109291097,2334.47300574458,1838.166391005164,-28.76299289170076,0.138971835922461
synth_mission_28.wav,6,5,adulte,53.05116779092877,42.84366702393811,12.315409893243098,2.5,0.1543609519985774,0.7831189311999295,2977.386290446,2331.7590613254365,-16.500295446593768,0.1840025763385379
